,len_original,ip_id,total_length,fragment_offset,tcp_seq_no,tcp_ack_no,tcp_data_off,tcp_window
960,66.0,0.0,32.0,64.0,4252403000.0,1336133800.0,8.0,2070.0
961,392.0,0.0,358.0,64.0,4252403000.0,1336133800.0,8.0,2070.0
962,66.0,10579.0,32.0,64.0,1336133800.0,4252403200.0,8.0,1716.0
963,66.0,10580.0,32.0,64.0,1336133800.0,4252403200.0,8.0,1716.0
964,74.0,0.0,40.0,64.0,1331486700.0,104835710.0,10.0,5792.0
965,74.0,0.0,40.0,64.0,1331486700.0,104835710.0,10.0,5792.0
966,66.0,14865.0,32.0,64.0,104835710.0,1331486700.0,8.0,7300.0
967,134.0,14866.0,100.0,64.0,104835710.0,1331486700.0,8.0,7300.0
968,66.0,16084.0,32.0,64.0,1331486700.0,104835780.0,8.0,1448.0
969,66.0,16085.0,32.0,64.0,1331486700.0,104835780.0,8.0,1448.0
970,74.0,0.0,40.0,64.0,1337355600.0,2661421600.0,10.0,5792.0
971,74.0,0.0,40.0,64.0,1337355600.0,2661421600.0,10.0,5792.0
972,66.0,58631.0,32.0,64.0,2661421600.0,1337355600.0,8.0,8.0
973,311.0,58632.0,277.0,64.0,2661421600.0,1337355600.0,8.0,8.0
974,66.0,35933.0,32.0,64.0,1337355600.0,2661421800.0,8.0,1716.0
975,66.0,35934.0,32.0,64.0,1337355600.0,2661421800.0,8.0,1716.0
976,74.0,0.0,40.0,64.0,1332025000.0,3501514200.0,10.0,5792.0
977,74.0,0.0,40.0,64.0,1332025000.0,3501514200.0,10.0,5792.0
978,66.0,2603.0,32.0,64.0,3501514200.0,1332025000.0,8.0,502.0
979,341.0,2604.0,307.0,64.0,3501514200.0,1332025000.0,8.0,502.0
980,66.0,63380.0,32.0,64.0,1332025000.0,3501514500.0,8.0,1716.0
981,66.0,63381.0,32.0,64.0,1332025000.0,3501514500.0,8.0,1716.0
982,74.0,0.0,40.0,64.0,1336832600.0,2332593400.0,10.0,5792.0
983,74.0,0.0,40.0,64.0,1336832600.0,2332593400.0,10.0,5792.0
984,66.0,26002.0,32.0,64.0,2332593400.0,1336832600.0,8.0,7300.0
985,134.0,26003.0,100.0,64.0,2332593400.0,1336832600.0,8.0,7300.0
986,66.0,37803.0,32.0,64.0,1336832600.0,2332593400.0,8.0,1448.0
987,66.0,37804.0,32.0,64.0,1336832600.0,2332593400.0,8.0,1448.0
988,66.0,24951.0,32.0,64.0,858371600.0,4111998200.0,8.0,64000.0
989,66.0,24951.0,32.0,64.0,858371600.0,4111998200.0,8.0,64000.0
990,54.0,13602.0,20.0,64.0,4111998200.0,858371600.0,5.0,1026.0
991,97.0,13603.0,63.0,64.0,4111998200.0,858371600.0,5.0,1026.0
992,73.0,24952.0,39.0,64.0,858371600.0,4111998200.0,5.0,63957.0
993,259.0,13604.0,225.0,64.0,4111998200.0,858371600.0,5.0,1026.0
994,896.0,24953.0,862.0,64.0,858371600.0,4111998500.0,5.0,63752.0
995,380.0,13605.0,346.0,64.0,4111998500.0,858372400.0,5.0,1023.0
996,113.0,24954.0,79.0,64.0,858372400.0,4111998700.0,5.0,63426.0
997,139.0,13606.0,105.0,64.0,4111998700.0,858372500.0,5.0,1022.0
998,347.0,24955.0,313.0,64.0,858372500.0,4111998700.0,5.0,63341.0
999,715.0,13607.0,681.0,64.0,4111998700.0,858372800.0,5.0,1021.0
1000,60.0,24956.0,20.0,64.0,858372800.0,4111999500.0,5.0,62680.0
1001,91.0,24957.0,57.0,64.0,858372800.0,4111999500.0,5.0,62680.0
1002,54.0,13608.0,20.0,64.0,4111999500.0,858372800.0,5.0,0.0
1003,74.0,0.0,40.0,64.0,1326280600.0,3589493000.0,10.0,5792.0
1004,74.0,0.0,40.0,64.0,1326280600.0,3589493000.0,10.0,5792.0
1005,66.0,28404.0,32.0,64.0,3589493000.0,1326280600.0,8.0,502.0
1006,299.0,28405.0,265.0,64.0,3589493000.0,1326280600.0,8.0,502.0
1007,66.0,36505.0,32.0,64.0,1326280600.0,3589493200.0,8.0,1716.0
1008,66.0,36506.0,32.0,64.0,1326280600.0,3589493200.0,8.0,1716.0
1009,66.0,0.0,32.0,64.0,1338871300.0,4025821000.0,8.0,5840.0
1010,66.0,0.0,32.0,64.0,1338871300.0,4025821000.0,8.0,5840.0
1011,54.0,40366.0,20.0,64.0,4025821000.0,1338871300.0,5.0,1026.0
1012,122.0,40367.0,88.0,64.0,4025821000.0,1338871300.0,5.0,1026.0
1013,60.0,28446.0,20.0,64.0,1338871300.0,4025821200.0,5.0,1460.0
1014,60.0,28447.0,20.0,64.0,1338871300.0,4025821200.0,5.0,1460.0
1015,66.0,0.0,32.0,64.0,1338197400.0,2927426800.0,8.0,5840.0
1016,66.0,0.0,32.0,64.0,1338197400.0,2927426800.0,8.0,5840.0
1017,54.0,44691.0,20.0,64.0,2927426800.0,1338197400.0,5.0,517.0
1018,122.0,44692.0,88.0,64.0,2927426800.0,1338197400.0,5.0,517.0
1019,60.0,42033.0,20.0,64.0,1338197400.0,2927427000.0,5.0,1460.0
1020,60.0,42034.0,20.0,64.0,1338197400.0,2927427000.0,5.0,1460.0
1021,66.0,0.0,32.0,64.0,1331810700.0,1724351600.0,8.0,5840.0
1022,66.0,0.0,32.0,64.0,1331810700.0,1724351600.0,8.0,5840.0
1023,54.0,32454.0,20.0,64.0,1724351600.0,1331810700.0,5.0,1026.0
1024,122.0,32455.0,88.0,64.0,1724351600.0,1331810700.0,5.0,1026.0
1025,60.0,12523.0,20.0,64.0,1331810700.0,1724351600.0,5.0,1460.0
1026,60.0,12524.0,20.0,64.0,1331810700.0,1724351600.0,5.0,1460.0
1027,74.0,8270.0,40.0,64.0,1339605200.0,0.0,10.0,5840.0
1028,74.0,8270.0,40.0,64.0,1339605200.0,0.0,10.0,5840.0
1029,66.0,0.0,32.0,64.0,1356112400.0,4093147100.0,8.0,5840.0
1030,66.0,0.0,32.0,64.0,1356112400.0,4093147100.0,8.0,5840.0
1031,54.0,34291.0,20.0,64.0,4093147100.0,1356112400.0,5.0,255.0
1032,332.0,34292.0,298.0,64.0,4093147100.0,1356112400.0,5.0,255.0
1033,60.0,16451.0,20.0,64.0,1356112400.0,4093147400.0,5.0,1728.0
1034,60.0,16452.0,20.0,64.0,1356112400.0,4093147400.0,5.0,1728.0
1035,74.0,0.0,40.0,64.0,1342367900.0,1952279400.0,10.0,5792.0
1036,74.0,0.0,40.0,64.0,1342367900.0,1952279400.0,10.0,5792.0
1037,66.0,39182.0,32.0,64.0,1952279400.0,1342367900.0,8.0,502.0
1038,134.0,39183.0,100.0,64.0,1952279400.0,1342367900.0,8.0,502.0
1039,66.0,2539.0,32.0,64.0,1342367900.0,1952279600.0,8.0,1448.0
1040,66.0,2540.0,32.0,64.0,1342367900.0,1952279600.0,8.0,1448.0
1041,66.0,0.0,32.0,64.0,1345125600.0,1656856600.0,8.0,5840.0
1042,66.0,0.0,32.0,64.0,1345125600.0,1656856600.0,8.0,5840.0
1043,54.0,65523.0,20.0,64.0,1656856600.0,1345125600.0,5.0,1026.0
1044,122.0,65524.0,88.0,64.0,1656856600.0,1345125600.0,5.0,1026.0
1045,60.0,7508.0,20.0,64.0,1345125600.0,1656856600.0,5.0,1460.0
1046,60.0,7509.0,20.0,64.0,1345125600.0,1656856600.0,5.0,1460.0
1047,66.0,35566.0,32.0,64.0,644089800.0,950511200.0,8.0,64000.0
1048,66.0,35566.0,32.0,64.0,644089800.0,950511200.0,8.0,64000.0
1049,54.0,29171.0,20.0,64.0,950511200.0,644089800.0,5.0,8212.0
1050,97.0,29172.0,63.0,64.0,950511200.0,644089800.0,5.0,8212.0
1051,73.0,35567.0,39.0,64.0,644089800.0,950511200.0,5.0,63957.0
1052,54.0,29173.0,20.0,64.0,950511200.0,644089860.0,5.0,8212.0
1053,259.0,29174.0,225.0,64.0,950511200.0,644089860.0,5.0,8212.0
1054,896.0,35568.0,862.0,64.0,644089860.0,950511500.0,5.0,63752.0
1055,380.0,29175.0,346.0,64.0,950511500.0,644090700.0,5.0,8209.0
1056,113.0,35569.0,79.0,64.0,644090700.0,950511800.0,5.0,63426.0
1057,139.0,29176.0,105.0,64.0,950511800.0,644090750.0,5.0,8208.0
1058,347.0,35570.0,313.0,64.0,644090750.0,950511900.0,5.0,63341.0
1059,54.0,29177.0,20.0,64.0,950511900.0,644091000.0,5.0,8207.0
1060,715.0,29178.0,681.0,64.0,950511900.0,644091000.0,5.0,8207.0
1061,60.0,35571.0,20.0,64.0,644091000.0,950512500.0,5.0,62680.0
1062,715.0,29179.0,681.0,64.0,950511900.0,644091000.0,5.0,8207.0
1063,66.0,35572.0,32.0,64.0,644091000.0,950512500.0,8.0,62680.0
1064,91.0,35573.0,57.0,64.0,644091000.0,950512500.0,5.0,62680.0
1065,54.0,29180.0,20.0,64.0,950512500.0,644091100.0,5.0,0.0
1066,66.0,28870.0,32.0,64.0,1573725200.0,3643666400.0,8.0,64000.0
1067,66.0,28870.0,32.0,64.0,1573725200.0,3643666400.0,8.0,64000.0
1068,54.0,40365.0,20.0,64.0,3643666400.0,1573725200.0,5.0,1026.0
1069,97.0,40366.0,63.0,64.0,3643666400.0,1573725200.0,5.0,1026.0
1070,73.0,28871.0,39.0,64.0,1573725200.0,3643666400.0,5.0,63957.0
1071,259.0,40367.0,225.0,64.0,3643666400.0,1573725300.0,5.0,1026.0
1072,896.0,28872.0,862.0,64.0,1573725300.0,3643666700.0,5.0,63752.0
1073,380.0,40368.0,346.0,64.0,3643666700.0,1573726100.0,5.0,1023.0
1074,113.0,28873.0,79.0,64.0,1573726100.0,3643667200.0,5.0,63426.0
1075,139.0,40369.0,105.0,64.0,3643667200.0,1573726200.0,5.0,1022.0
1076,347.0,28874.0,313.0,64.0,1573726200.0,3643667200.0,5.0,63341.0
1077,731.0,40370.0,697.0,64.0,3643667200.0,1573726500.0,5.0,1021.0
1078,60.0,28875.0,20.0,64.0,1573726500.0,3643668000.0,5.0,62664.0
1079,91.0,28876.0,57.0,64.0,1573726500.0,3643668000.0,5.0,62664.0
1080,54.0,40371.0,20.0,64.0,3643668000.0,1573726500.0,5.0,0.0
1081,66.0,0.0,32.0,64.0,1358713300.0,188204530.0,8.0,5840.0
1082,66.0,0.0,32.0,64.0,1358713300.0,188204530.0,8.0,5840.0
1083,54.0,9623.0,20.0,64.0,188204530.0,1358713300.0,5.0,1026.0
1084,122.0,9624.0,88.0,64.0,188204530.0,1358713300.0,5.0,1026.0
1085,60.0,46020.0,20.0,64.0,1358713300.0,188204600.0,5.0,1460.0
1086,60.0,46021.0,20.0,64.0,1358713300.0,188204600.0,5.0,1460.0
1087,66.0,0.0,32.0,64.0,1351749800.0,911251400.0,8.0,5840.0
1088,66.0,0.0,32.0,64.0,1351749800.0,911251400.0,8.0,5840.0
1089,54.0,22719.0,20.0,64.0,911251400.0,1351749800.0,5.0,516.0
1090,122.0,22720.0,88.0,64.0,911251400.0,1351749800.0,5.0,516.0
1091,60.0,61828.0,20.0,64.0,1351749800.0,911251460.0,5.0,1460.0
1092,60.0,61829.0,20.0,64.0,1351749800.0,911251460.0,5.0,1460.0
1093,66.0,7830.0,32.0,64.0,1560307500.0,2047851300.0,8.0,64000.0
1094,66.0,7830.0,32.0,64.0,1560307500.0,2047851300.0,8.0,64000.0
1095,97.0,15461.0,63.0,64.0,2047851300.0,1560307500.0,5.0,256.0
1096,73.0,7831.0,39.0,64.0,1560307500.0,2047851400.0,5.0,63957.0
1097,259.0,15465.0,225.0,64.0,2047851400.0,1560307600.0,5.0,256.0
1098,896.0,7832.0,862.0,64.0,1560307600.0,2047851500.0,5.0,63752.0
1099,380.0,15466.0,346.0,64.0,2047851500.0,1560308400.0,5.0,253.0
1100,113.0,7833.0,79.0,64.0,1560308400.0,2047851900.0,5.0,63426.0
1101,139.0,15468.0,105.0,64.0,2047851900.0,1560308500.0,5.0,253.0
1102,347.0,7834.0,313.0,64.0,1560308500.0,2047852000.0,5.0,63341.0
1103,715.0,15470.0,681.0,64.0,2047852000.0,1560308700.0,5.0,251.0
1104,60.0,7835.0,20.0,64.0,1560308700.0,2047852700.0,5.0,62680.0
1105,91.0,7836.0,57.0,64.0,1560308700.0,2047852700.0,5.0,62680.0
1106,54.0,15563.0,20.0,64.0,2047852700.0,1560308700.0,5.0,0.0
1107,66.0,50191.0,32.0,64.0,2823885600.0,1353547400.0,8.0,64000.0
1108,66.0,50191.0,32.0,64.0,2823885600.0,1353547400.0,8.0,64000.0
1109,54.0,21754.0,20.0,64.0,1353547400.0,2823885600.0,5.0,1026.0
1110,97.0,21755.0,63.0,64.0,1353547400.0,2823885600.0,5.0,1026.0
1111,73.0,50192.0,39.0,64.0,2823885600.0,1353547400.0,5.0,63957.0
1112,259.0,21756.0,225.0,64.0,1353547400.0,2823885600.0,5.0,1026.0
1113,896.0,50193.0,862.0,64.0,2823885600.0,1353547600.0,5.0,63752.0
1114,380.0,21757.0,346.0,64.0,1353547600.0,2823886300.0,5.0,1023.0
1115,113.0,50194.0,79.0,64.0,2823886300.0,1353548000.0,5.0,63426.0
1116,139.0,21758.0,105.0,64.0,1353548000.0,2823886600.0,5.0,1022.0
1117,347.0,50195.0,313.0,64.0,2823886600.0,1353548000.0,5.0,63341.0
1118,731.0,21759.0,697.0,64.0,1353548000.0,2823886800.0,5.0,1021.0
1119,60.0,50196.0,20.0,64.0,2823886800.0,1353548800.0,5.0,62664.0
1120,91.0,50197.0,57.0,64.0,2823886800.0,1353548800.0,5.0,62664.0
1121,54.0,21760.0,20.0,64.0,1353548800.0,2823886800.0,5.0,0.0
1122,66.0,14719.0,32.0,64.0,402082430.0,1103765900.0,8.0,64000.0
1123,66.0,14719.0,32.0,64.0,402082430.0,1103765900.0,8.0,64000.0
1124,54.0,18822.0,20.0,64.0,1103765900.0,402082430.0,5.0,1026.0
1125,97.0,18823.0,63.0,64.0,1103765900.0,402082430.0,5.0,1026.0
1126,73.0,14720.0,39.0,64.0,402082430.0,1103766000.0,5.0,63957.0
1127,259.0,18824.0,225.0,64.0,1103766000.0,402082460.0,5.0,1026.0
1128,896.0,14721.0,862.0,64.0,402082460.0,1103766100.0,5.0,63752.0
1129,380.0,18825.0,346.0,64.0,1103766100.0,402083300.0,5.0,1023.0
1130,113.0,14722.0,79.0,64.0,402083300.0,1103766500.0,5.0,63426.0
1131,139.0,18826.0,105.0,64.0,1103766500.0,402083360.0,5.0,1022.0
1132,347.0,14723.0,313.0,64.0,402083360.0,1103766500.0,5.0,63341.0
1133,715.0,18827.0,681.0,64.0,1103766500.0,402083650.0,5.0,1021.0
1134,60.0,14724.0,20.0,64.0,402083650.0,1103767200.0,5.0,62680.0
1135,91.0,14725.0,57.0,64.0,402083650.0,1103767200.0,5.0,62680.0
1136,54.0,18828.0,20.0,64.0,1103767200.0,402083700.0,5.0,0.0
1137,66.0,0.0,32.0,64.0,1359447900.0,711121150.0,8.0,5840.0
1138,66.0,0.0,32.0,64.0,1359447900.0,711121150.0,8.0,5840.0
1139,54.0,47664.0,20.0,64.0,711121150.0,1359447900.0,5.0,1026.0
1140,170.0,47665.0,136.0,64.0,711121150.0,1359447900.0,5.0,1026.0
1141,60.0,25985.0,20.0,64.0,1359447900.0,711121200.0,5.0,1460.0
1142,60.0,25986.0,20.0,64.0,1359447900.0,711121200.0,5.0,1460.0
1143,66.0,0.0,32.0,64.0,1369839900.0,2743982300.0,8.0,5840.0
1144,66.0,0.0,32.0,64.0,1369839900.0,2743982300.0,8.0,5840.0
1145,54.0,27185.0,20.0,64.0,2743982300.0,1369839900.0,5.0,1026.0
1146,122.0,27186.0,88.0,64.0,2743982300.0,1369839900.0,5.0,1026.0
1147,60.0,64313.0,20.0,64.0,1369839900.0,2743982300.0,5.0,1460.0
1148,60.0,64314.0,20.0,64.0,1369839900.0,2743982300.0,5.0,1460.0
1149,66.0,0.0,32.0,64.0,1378567400.0,2598094000.0,8.0,5840.0
1150,66.0,0.0,32.0,64.0,1378567400.0,2598094000.0,8.0,5840.0
1151,54.0,41378.0,20.0,64.0,2598094000.0,1378567400.0,5.0,1026.0
1152,60.0,42803.0,20.0,64.0,1378567400.0,2598094000.0,5.0,1460.0
1153,54.0,41379.0,20.0,64.0,2598094000.0,1378567400.0,5.0,1026.0
1154,54.0,41380.0,20.0,64.0,2598094000.0,1378567400.0,5.0,1026.0
1155,60.0,0.0,20.0,64.0,1378567400.0,2598094300.0,5.0,1460.0
1156,66.0,0.0,32.0,64.0,1372525800.0,3827646700.0,8.0,5840.0
1157,66.0,0.0,32.0,64.0,1372525800.0,3827646700.0,8.0,5840.0
1158,54.0,41324.0,20.0,64.0,3827646700.0,1372525800.0,5.0,1026.0
1159,122.0,41325.0,88.0,64.0,3827646700.0,1372525800.0,5.0,1026.0
1160,60.0,63331.0,20.0,64.0,1372525800.0,3827646700.0,5.0,1460.0
1161,60.0,63332.0,20.0,64.0,1372525800.0,3827646700.0,5.0,1460.0
1162,66.0,0.0,32.0,64.0,1370424700.0,2985003500.0,8.0,5840.0
1163,66.0,0.0,32.0,64.0,1370424700.0,2985003500.0,8.0,5840.0
1164,54.0,10047.0,20.0,64.0,2985003500.0,1370424700.0,5.0,512.0
1165,122.0,10048.0,88.0,64.0,2985003500.0,1370424700.0,5.0,512.0
1166,60.0,59362.0,20.0,64.0,1370424700.0,2985003500.0,5.0,1460.0
1167,60.0,59363.0,20.0,64.0,1370424700.0,2985003500.0,5.0,1460.0
1168,66.0,9126.0,32.0,64.0,2929926400.0,1692407700.0,8.0,64000.0
1169,66.0,9126.0,32.0,64.0,2929926400.0,1692407700.0,8.0,64000.0
1170,54.0,14945.0,20.0,64.0,1692407700.0,2929926400.0,5.0,1026.0
1171,97.0,14946.0,63.0,64.0,1692407700.0,2929926400.0,5.0,1026.0
1172,73.0,9127.0,39.0,64.0,2929926400.0,1692407700.0,5.0,63957.0
1173,259.0,14947.0,225.0,64.0,1692407700.0,2929926700.0,5.0,1026.0
1174,896.0,9128.0,862.0,64.0,2929926700.0,1692407900.0,5.0,63752.0
1175,380.0,14948.0,346.0,64.0,1692407900.0,2929927400.0,5.0,1023.0
1176,113.0,9129.0,79.0,64.0,2929927400.0,1692408300.0,5.0,63426.0
1177,139.0,14949.0,105.0,64.0,1692408300.0,2929927400.0,5.0,1022.0
1178,347.0,9130.0,313.0,64.0,2929927400.0,1692408300.0,5.0,63341.0
1179,715.0,14950.0,681.0,64.0,1692408300.0,2929927700.0,5.0,1021.0
1180,60.0,9131.0,20.0,64.0,2929927700.0,1692409000.0,5.0,62680.0
1181,91.0,9132.0,57.0,64.0,2929927700.0,1692409000.0,5.0,62680.0
1182,54.0,14951.0,20.0,64.0,1692409000.0,2929927700.0,5.0,0.0
1183,66.0,0.0,32.0,64.0,1377496600.0,3053886200.0,8.0,5840.0
1184,66.0,0.0,32.0,64.0,1377496600.0,3053886200.0,8.0,5840.0
1185,54.0,44072.0,20.0,64.0,3053886200.0,1377496600.0,5.0,515.0
1186,122.0,44073.0,88.0,64.0,3053886200.0,1377496600.0,5.0,515.0
1187,60.0,3184.0,20.0,64.0,1377496600.0,3053886200.0,5.0,1460.0
1188,60.0,3185.0,20.0,64.0,1377496600.0,3053886200.0,5.0,1460.0
1189,66.0,0.0,32.0,64.0,1387312900.0,1190462300.0,8.0,5840.0
1190,66.0,0.0,32.0,64.0,1387312900.0,1190462300.0,8.0,5840.0
1191,54.0,49954.0,20.0,64.0,1190462300.0,1387312900.0,5.0,1029.0
1192,582.0,49955.0,548.0,64.0,1190462300.0,1387312900.0,5.0,1029.0
1193,60.0,21652.0,20.0,64.0,1387312900.0,1190462800.0,5.0,1728.0
1194,60.0,21653.0,20.0,64.0,1387312900.0,1190462800.0,5.0,1728.0
1195,66.0,0.0,32.0,64.0,1380605600.0,2104169700.0,8.0,5840.0
1196,66.0,0.0,32.0,64.0,1380605600.0,2104169700.0,8.0,5840.0
1197,54.0,28841.0,20.0,64.0,2104169700.0,1380605600.0,5.0,1026.0
1198,122.0,28842.0,88.0,64.0,2104169700.0,1380605600.0,5.0,1026.0
1199,60.0,48172.0,20.0,64.0,1380605600.0,2104169700.0,5.0,1460.0
1200,60.0,48173.0,20.0,64.0,1380605600.0,2104169700.0,5.0,1460.0
1201,66.0,0.0,32.0,64.0,1384224900.0,1927250300.0,8.0,5840.0
1202,66.0,0.0,32.0,64.0,1384224900.0,1927250300.0,8.0,5840.0
1203,54.0,24602.0,20.0,64.0,1927250300.0,1384224900.0,5.0,6145.0
1204,122.0,24603.0,88.0,64.0,1927250300.0,1384224900.0,5.0,6145.0
1205,60.0,31244.0,20.0,64.0,1384224900.0,1927250400.0,5.0,1460.0
1206,60.0,31245.0,20.0,64.0,1384224900.0,1927250400.0,5.0,1460.0
1207,66.0,0.0,32.0,64.0,1377582300.0,1030277400.0,8.0,5840.0
1208,66.0,0.0,32.0,64.0,1377582300.0,1030277400.0,8.0,5840.0
1209,54.0,9127.0,20.0,64.0,1030277400.0,1377582300.0,5.0,1026.0
1210,122.0,9128.0,88.0,64.0,1030277400.0,1377582300.0,5.0,1026.0
1211,60.0,56963.0,20.0,64.0,1377582300.0,1030277440.0,5.0,1460.0
1212,60.0,56964.0,20.0,64.0,1377582300.0,1030277440.0,5.0,1460.0
1213,66.0,0.0,32.0,64.0,1391103600.0,3069586200.0,8.0,5840.0
1214,66.0,0.0,32.0,64.0,1391103600.0,3069586200.0,8.0,5840.0
1215,54.0,57766.0,20.0,64.0,3069586200.0,1391103600.0,5.0,255.0
1216,60.0,27676.0,20.0,64.0,1391103600.0,3069586200.0,5.0,1460.0
1217,54.0,57767.0,20.0,64.0,3069586200.0,1391103600.0,5.0,255.0
1218,596.0,57768.0,562.0,64.0,3069586200.0,1391103600.0,5.0,255.0
1219,60.0,0.0,20.0,64.0,1391103600.0,0.0,5.0,0.0
1220,66.0,32509.0,32.0,64.0,2272119300.0,504081800.0,8.0,64000.0
1221,66.0,32509.0,32.0,64.0,2272119300.0,504081800.0,8.0,64000.0
1222,54.0,44377.0,20.0,64.0,504081800.0,2272119300.0,5.0,1026.0
1223,97.0,44378.0,63.0,64.0,504081800.0,2272119300.0,5.0,1026.0
1224,73.0,32510.0,39.0,64.0,2272119300.0,504081820.0,5.0,63957.0
1225,259.0,44379.0,225.0,64.0,504081820.0,2272119300.0,5.0,1026.0
1226,896.0,32511.0,862.0,64.0,2272119300.0,504082050.0,5.0,63752.0
1227,380.0,44380.0,346.0,64.0,504082050.0,2272120000.0,5.0,1023.0
1228,113.0,32512.0,79.0,64.0,2272120000.0,504082370.0,5.0,63426.0
1229,139.0,44381.0,105.0,64.0,504082370.0,2272120000.0,5.0,1022.0
1230,347.0,32513.0,313.0,64.0,2272120000.0,504082460.0,5.0,63341.0
1231,715.0,44382.0,681.0,64.0,504082460.0,2272120300.0,5.0,1021.0
1232,60.0,32514.0,20.0,64.0,2272120300.0,504083100.0,5.0,62680.0
1233,91.0,32515.0,57.0,64.0,2272120300.0,504083100.0,5.0,62680.0
1234,54.0,44383.0,20.0,64.0,504083100.0,2272120600.0,5.0,0.0
1235,66.0,55777.0,32.0,64.0,1788915000.0,1314034200.0,8.0,64000.0
1236,66.0,55777.0,32.0,64.0,1788915000.0,1314034200.0,8.0,64000.0
1237,54.0,42866.0,20.0,64.0,1314034200.0,1788915000.0,5.0,1026.0
1238,97.0,42867.0,63.0,64.0,1314034200.0,1788915000.0,5.0,1026.0
1239,73.0,55778.0,39.0,64.0,1788915000.0,1314034300.0,5.0,63957.0
1240,259.0,42868.0,225.0,64.0,1314034300.0,1788915000.0,5.0,1026.0
1241,896.0,55779.0,862.0,64.0,1788915000.0,1314034400.0,5.0,63752.0
1242,380.0,42869.0,346.0,64.0,1314034400.0,1788915800.0,5.0,1023.0
1243,113.0,55780.0,79.0,64.0,1788915800.0,1314034800.0,5.0,63426.0
1244,139.0,42870.0,105.0,64.0,1314034800.0,1788915800.0,5.0,1022.0
1245,347.0,55781.0,313.0,64.0,1788915800.0,1314035000.0,5.0,63341.0
1246,731.0,42871.0,697.0,64.0,1314035000.0,1788916100.0,5.0,1021.0
1247,60.0,55782.0,20.0,64.0,1788916100.0,1314035600.0,5.0,62664.0
1248,91.0,55783.0,57.0,64.0,1788916100.0,1314035600.0,5.0,62664.0
1249,54.0,42872.0,20.0,64.0,1314035600.0,1788916200.0,5.0,0.0
1250,66.0,0.0,32.0,64.0,1387757000.0,351289100.0,8.0,5840.0
1251,66.0,0.0,32.0,64.0,1387757000.0,351289100.0,8.0,5840.0
1252,54.0,16848.0,20.0,64.0,351289100.0,1387757000.0,5.0,513.0
1253,516.0,16849.0,482.0,64.0,351289100.0,1387757000.0,5.0,513.0
1254,60.0,40811.0,20.0,64.0,1387757000.0,351289540.0,5.0,1728.0
1255,60.0,40812.0,20.0,64.0,1387757000.0,351289540.0,5.0,1728.0
1256,66.0,24958.0,32.0,64.0,416436100.0,692714750.0,8.0,64000.0
1257,66.0,24958.0,32.0,64.0,416436100.0,692714750.0,8.0,64000.0
1258,54.0,13610.0,20.0,64.0,692714750.0,416436100.0,5.0,1026.0
1259,97.0,13611.0,63.0,64.0,692714750.0,416436100.0,5.0,1026.0
1260,73.0,24959.0,39.0,64.0,416436100.0,692714750.0,5.0,63957.0
1261,259.0,13612.0,225.0,64.0,692714750.0,416436100.0,5.0,1026.0
1262,896.0,24960.0,862.0,64.0,416436100.0,692714940.0,5.0,63752.0
1263,54.0,13613.0,20.0,64.0,692714940.0,416436960.0,5.0,1023.0
1264,380.0,13614.0,346.0,64.0,692714940.0,416436960.0,5.0,1023.0
1265,113.0,24961.0,79.0,64.0,416436960.0,692715260.0,5.0,63426.0
1266,139.0,13615.0,105.0,64.0,692715260.0,416437000.0,5.0,1022.0
1267,347.0,24962.0,313.0,64.0,416437000.0,692715400.0,5.0,63341.0
1268,731.0,13616.0,697.0,64.0,692715400.0,416437300.0,5.0,1021.0
1269,60.0,24963.0,20.0,64.0,416437300.0,692716000.0,5.0,62664.0
1270,91.0,24964.0,57.0,64.0,416437300.0,692716000.0,5.0,62664.0
1271,54.0,13617.0,20.0,64.0,692716000.0,416437340.0,5.0,0.0
1272,66.0,0.0,32.0,64.0,1393388900.0,2964071200.0,8.0,5840.0
1273,66.0,0.0,32.0,64.0,1393388900.0,2964071200.0,8.0,5840.0
1274,54.0,36588.0,20.0,64.0,2964071200.0,1393388900.0,5.0,6145.0
1275,122.0,36589.0,88.0,64.0,2964071200.0,1393388900.0,5.0,6145.0
1276,60.0,36445.0,20.0,64.0,1393388900.0,2964071200.0,5.0,1460.0
1277,60.0,36446.0,20.0,64.0,1393388900.0,2964071200.0,5.0,1460.0
1278,74.0,0.0,40.0,64.0,1400442800.0,2788726800.0,10.0,5792.0
1279,74.0,0.0,40.0,64.0,1400442800.0,2788726800.0,10.0,5792.0
1280,66.0,51666.0,32.0,64.0,2788726800.0,1400442800.0,8.0,251.0
1281,291.0,51667.0,257.0,64.0,2788726800.0,1400442800.0,8.0,251.0
1282,66.0,60569.0,32.0,64.0,1400442800.0,2788727000.0,8.0,1716.0
1283,66.0,60570.0,32.0,64.0,1400442800.0,2788727000.0,8.0,1716.0
1284,74.0,0.0,40.0,64.0,1414688000.0,656683260.0,10.0,5792.0
1285,74.0,0.0,40.0,64.0,1414688000.0,656683260.0,10.0,5792.0
1286,66.0,41469.0,32.0,64.0,656683260.0,1414688000.0,8.0,502.0
1287,475.0,41470.0,441.0,64.0,656683260.0,1414688000.0,8.0,502.0
1288,66.0,36380.0,32.0,64.0,1414688000.0,656683650.0,8.0,1716.0
1289,66.0,36381.0,32.0,64.0,1414688000.0,656683650.0,8.0,1716.0
1290,74.0,0.0,40.0,64.0,1415495800.0,1535779000.0,10.0,5792.0
